날짜,주차,차종,사출도번,등급,단가,매출단가,원재료,원재료금액,공정사출,공정사출금액,자재창고,자재창고금액,지그삽입전,지그삽입전금액,지그삽입후,지그삽입후금액,AS사출,AS사출금액,사출 총 수량,사출 총 금액,도장완료,도장완료 금액,공정창고,레이저전,인쇄,완제품 총수량,완제품 총금액,AS완제품,AS완제품금액,총수량,총금액,주간매출,주간계획,변동 수량,변동 금액
2026-08-18,34,OS(KONA),299666432,A/S,95.0,,0,0.0,562,53346.3,374,35564.2,134,12701.5,107,10161.2,442,41990.0,1337,127015.0,334,31730.0,65,196,82,1632,155040.0,586,55670.0,3303,313785.0,169,186,-102,-9690.0
2026-08-18,34,AE(IONIQ),299733351,,,,0,0.0,191,12203.5,127,8135.7,45,2905.6,36,2324.5,157,10048.0,454,29056.0,113,7232.0,22,66,28,554,35456.0,208,13312.0,1121,71744.0,64,70,44,2816.0
2026-08-18,34,SG2,299355295,A/S,57.0,210.0,0,0.0,284,16183.4,189,10789.0,68,3853.2,54,3082.6,230,13110.0,676,38532.0,169,9633.0,33,99,41,825,47025.0,305,17385.0,1670,95190.0,83,91,136,7752.0
2026-08-18,34,TM,299948237,A/S,19.0,90.0,0,0.0,132,2505.7,88,1670.5,31,596.6,25,477.3,117,2223.0,314,5966.0,79,1501.0,15,46,19,383,7277.0,155,2945.0,776,14744.0,28,31,-42,-798.0
2026-08-18,34,NX4-PE(TUCSON),299313044,A/S,72.0,347.0,0,0.0,160,11551.7,107,7701.1,38,2750.4,31,2200.3,121,8712.0,382,27504.0,96,6912.0,19,56,23,467,33624.0,161,11592.0,945,68040.0,52,57,30,2160.0
2026-08-18,34,DH(G80),201652705,A/S,13.0,52.0,0,0.0,22,289.4,15,192.9,5,68.9,4,55.1,21,273.0,53,689.0,13,169.0,3,8,3,65,845.0,28,364.0,131,1703.0,9,10,-3,-39.0
2026-08-18,34,QL(TUCSON),299754886,C,119.0,119.0,0,0.0,1228,146141.5,819,97427.7,292,34795.6,234,27836.5,173,20587.0,2924,347956.0,731,86989.0,143,428,178,3569,424711.0,229,27251.0,7224,859656.0,392,431,-850,-101150.0
2026-08-18,34,CN7(AVANTE),830W71042,A/S,38.0,150.0,0,0.0,71,2681.3,47,1787.5,17,638.4,13,510.7,63,2394.0,168,6384.0,42,1596.0,8,25,10,205,7790.0,83,3154.0,415,15770.0,24,26,-26,-988.0
2026-08-18,34,GN7(GRANDUER),299854402,A/S,138.0,,0,0.0,624,86070.6,416,57380.4,148,20493.0,119,16394.4,425,58650.0,1485,204930.0,371,51198.0,73,218,91,1813,250194.0,563,77694.0,3669,506322.0,263,289,302,41676.0
2026-08-18,34,DH(G80),942W18148,A/S,32.0,,0,0.0,33,1048.3,22,698.9,8,249.6,6,199.7,28,896.0,78,2496.0,20,640.0,4,12,5,96,3072.0,36,1152.0,194,6208.0,12,13,-13,-416.0
2026-08-18,34,PAINT,202W85093,원재료,93.0,,11345,1055085.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,11345,1055085.0,0,0,1081,100533.0
2026-08-18,34,MX5(SANTAFE),299442263,A/S,50.0,,0,0.0,56,2793.0,37,1862.0,13,665.0,11,532.0,47,2350.0,133,6650.0,33,1650.0,7,20,8,163,8150.0,63,3150.0,329,16450.0,17,19,8,400.0
2026-08-18,34,RESIN,299334417,원재료,60.0,,8354,501240.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,8354,501240.0,0,0,526,31560.0
2026-08-18,34,YP(CARNIVAL),299702500,A/S,107.0,,0,0.0,76,8179.1,51,5452.7,18,1947.4,15,1557.9,61,6527.0,182,19474.0,46,4922.0,9,27,11,222,23754.0,80,8560.0,450,48150.0,18,20,-27,-2889.0
2026-08-18,34,NX4-PE(TUCSON),316W76723,A/S,26.0,97.0,0,0.0,27,709.8,18,473.2,6,169.0,5,135.2,21,546.0,65,1690.0,16,416.0,3,9,4,79,2054.0,28,728.0,160,4160.0,9,10,9,234.0
2026-08-18,34,OS(KONA),299521254,A/S,44.0,,0,0.0,81,3585.1,54,2390.1,19,853.6,16,682.9,70,3080.0,194,8536.0,49,2156.0,9,28,12,237,10428.0,92,4048.0,480,21120.0,19,21,-39,-1716.0
2026-08-18,34,CV,202345734,D,58.0,,0,0.0,874,50717.5,583,33811.7,208,12075.6,167,9660.5,99,5742.0,2082,120756.0,520,30160.0,102,305,127,2541,147378.0,132,7656.0,5143,298294.0,324,356,637,36946.0
2026-08-18,34,ON(TELLURIDE),299790536,A/S,11.0,24.0,0,0.0,10,106.3,6,70.8,2,25.3,2,20.2,8,88.0,23,253.0,6,66.0,1,3,1,28,308.0,11,121.0,57,627.0,0,4,0,0.0
2026-08-18,34,DH(G80),299247111,A/S,93.0,360.0,0,0.0,452,42067.6,302,28045.1,108,10016.1,86,8012.9,315,29295.0,1077,100161.0,269,25017.0,53,158,66,1314,122202.0,418,38874.0,2660,247380.0,132,145,21,1953.0
2026-08-18,34,TM,299426170,A/S,82.0,,0,0.0,60,4959.4,40,3306.2,14,1180.8,12,944.6,50,4100.0,144,11808.0,36,2952.0,7,21,9,176,14432.0,66,5412.0,356,29192.0,23,25,8,656.0
2026-08-18,34,EG,299289460,A,51.0,66.0,0,0.0,424,21634.2,283,14422.8,101,5151.0,81,4120.8,53,2703.0,1010,51510.0,253,12903.0,49,148,62,1233,62883.0,70,3570.0,2496,127296.0,150,165,-165,-8415.0
2026-08-18,34,CV,299449806,A/S,84.0,277.0,0,0.0,394,33127.9,263,22085.3,94,7887.6,75,6310.1,296,24864.0,939,78876.0,235,19740.0,46,138,57,1146,96264.0,392,32928.0,2320,194880.0,100,110,117,9828.0
2026-08-18,34,JX1,206277085,A/S,45.0,,0,0.0,64,2872.8,43,1915.2,15,684.0,12,547.2,49,2205.0,152,6840.0,38,1710.0,7,22,9,185,8325.0,64,2880.0,375,16875.0,18,20,17,765.0
2026-08-18,34,CV,299606570,A/S,37.0,142.0,0,0.0,101,3745.1,67,2496.8,24,891.7,19,713.4,81,2997.0,241,8917.0,60,2220.0,12,35,15,294,10878.0,107,3959.0,595,22015.0,40,44,-15,-555.0
2026-08-18,34,DH(G80),299457123,A/S,67.0,268.0,0,0.0,264,17700.1,176,11800.0,63,4214.3,50,3371.4,217,14539.0,629,42143.0,157,10519.0,31,92,38,767,51389.0,287,19229.0,1553,104051.0,112,123,-44,-2948.0
2026-08-18,34,DH(G80),299662498,A/S,112.0,,0,0.0,137,15382.1,92,10254.7,33,3662.4,26,2929.9,104,11648.0,327,36624.0,82,9184.0,16,48,20,399,44688.0,137,15344.0,808,90496.0,44,48,-37,-4144.0
2026-08-18,34,ON(TELLURIDE),299431281,,17.0,20.0,0,0.0,247,4198.3,165,2798.9,59,999.6,47,799.7,29,493.0,588,9996.0,147,2499.0,29,86,36,717,12189.0,39,663.0,1452,24684.0,94,103,-58,-986.0
2026-08-18,34,DH(G80),299794260,A/S,55.0,266.0,0,0.0,39,2125.2,26,1416.8,9,506.0,7,404.8,30,1650.0,92,5060.0,23,1265.0,5,14,6,113,6215.0,40,2200.0,228,12540.0,20,22,20,1100.0
2026-08-18,34,EG,206849697,A/S,114.0,429.0,0,0.0,209,23796.4,139,15864.2,50,5665.8,40,4532.6,158,18012.0,497,56658.0,124,14136.0,24,73,30,606,69084.0,210,23940.0,1227,139878.0,39,43,47,5358.0
2026-08-18,34,TQ(STAREX),299400589,A/S,65.0,277.0,0,0.0,132,8599.5,88,5733.0,32,2047.5,25,1638.0,102,6630.0,315,20475.0,79,5135.0,15,46,19,385,25025.0,135,8775.0,779,50635.0,39,43,-33,-2145.0
2026-08-18,34,CK(STINGER),299591931,C,,,0,0.0,225,14380.8,150,9587.2,54,3424.0,43,2739.2,28,1792.0,535,34240.0,134,8576.0,26,78,33,653,41792.0,37,2368.0,1322,84608.0,62,68,19,1216.0
2026-08-18,34,DN8(SONATA),206709397,A/S,44.0,,0,0.0,436,19182.2,291,12788.2,104,4567.2,83,3653.8,363,15972.0,1038,45672.0,259,11396.0,51,152,63,1266,55704.0,481,21164.0,2563,112772.0,189,208,3,132.0
2026-08-18,34,VQ,299707255,D,22.0,,0,0.0,139,3067.7,93,2045.1,33,730.4,27,584.3,19,418.0,332,7304.0,83,1826.0,16,49,20,405,8910.0,25,550.0,820,18040.0,46,51,-18,-396.0
2026-08-18,34,TM,299941347,A/S,,137.0,0,0.0,62,3978.2,41,2652.2,15,947.2,12,757.8,47,3008.0,148,9472.0,37,2368.0,7,22,9,180,11520.0,63,4032.0,365,23360.0,24,26,-1,-64.0
2026-08-18,34,OS(KONA),299690189,A/S,27.0,98.0,0,0.0,205,5522.6,136,3681.7,49,1314.9,39,1051.9,166,4482.0,487,13149.0,122,3294.0,24,71,30,594,16038.0,220,5940.0,1203,32481.0,60,66,140,3780.0
2026-08-18,34,VQ,299208124,A/S,17.0,61.0,0,0.0,14,235.6,9,157.1,3,56.1,3,44.9,12,204.0,33,561.0,8,136.0,2,5,2,41,697.0,15,255.0,82,1394.0,4,4,-4,-68.0
2026-08-18,34,ON(TELLURIDE),299534915,A/S,59.0,258.0,0,0.0,303,17891.2,202,11927.4,72,4259.8,58,3407.8,243,14337.0,722,42598.0,180,10620.0,35,106,44,881,51979.0,322,18998.0,1783,105197.0,83,91,-122,-7198.0
2026-08-18,34,PAINT,202385028,원재료,107.0,96.0,2785,297995.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,2785,297995.0,0,0,119,12733.0
2026-08-18,34,JB,299652809,C,26.0,30.0,0,0.0,415,10799.9,277,7199.9,99,2571.4,79,2057.1,49,1274.0,989,25714.0,247,6422.0,48,145,60,1208,31408.0,64,1664.0,2444,63544.0,148,163,57,1482.0
2026-08-18,34,JF(K5),299341600,A/S,135.0,519.0,0,0.0,278,37535.4,185,25023.6,66,8937.0,53,7149.6,189,25515.0,662,89370.0,165,22275.0,32,97,40,808,109080.0,251,33885.0,1635,220725.0,93,102,-134,-18090.0
2026-08-18,34,GN7(GRANDUER),299253862,A/S,85.0,331.0,0,0.0,360,30559.2,240,20372.8,86,7276.0,68,5820.8,260,22100.0,856,72760.0,214,18190.0,42,125,52,1045,88825.0,345,29325.0,2115,179775.0,170,187,350,29750.0
2026-08-18,34,HG(GRANDUER),206990138,D,,39.0,0,0.0,696,44540.2,464,29693.4,166,10604.8,133,8483.8,82,5248.0,1657,106048.0,414,26496.0,81,243,101,2022,129408.0,108,6912.0,4093,261952.0,329,362,-202,-12928.0
2026-08-18,34,LX2(PALISADE),206593259,A/S,418.0,1252.0,0,0.0,575,240166.1,383,160110.7,137,57182.4,109,45745.9,447,186846.0,1368,571824.0,342,142956.0,67,200,84,1670,698060.0,593,247874.0,3380,1412840.0,200,220,-96,-40128.0
2026-08-18,34,OS(KONA),299643458,C,144.0,,0,0.0,951,136926.7,634,91284.5,226,32601.6,181,26081.3,107,15408.0,2264,326016.0,566,81504.0,111,332,138,2763,397872.0,142,20448.0,5593,805392.0,396,436,-186,-26784.0
2026-08-18,34,AD-100,299334514,A/S,43.0,193.0,0,0.0,98,4208.0,65,2805.3,23,1001.9,19,801.5,85,3655.0,233,10019.0,58,2494.0,11,34,14,284,12212.0,112,4816.0,575,24725.0,29,32,-35,-1505.0
2026-08-18,34,EG,206509425,A/S,104.0,307.0,0,0.0,35,3625.4,23,2417.0,8,863.2,7,690.6,29,3016.0,83,8632.0,21,2184.0,4,12,5,101,10504.0,38,3952.0,205,21320.0,12,13,-4,-416.0
2026-08-18,34,M-300,299116837,B,49.0,,0,0.0,295,14447.2,197,9631.4,70,3439.8,56,2751.8,37,1813.0,702,34398.0,176,8624.0,34,103,43,857,41993.0,49,2401.0,1735,85015.0,110,121,-99,-4851.0
2026-08-18,34,GN7(GRANDUER),201895598,E,52.0,65.0,0,0.0,43,2227.7,29,1485.1,10,530.4,8,424.3,5,260.0,102,5304.0,25,1300.0,5,15,6,124,6448.0,7,364.0,251,13052.0,9,10,0,0.0
2026-08-18,34,VQ,299325478,A/S,56.0,212.0,0,0.0,56,3151.7,38,2101.1,13,750.4,11,600.3,46,2576.0,134,7504.0,34,1904.0,7,20,8,164,9184.0,61,3416.0,332,18592.0,18,20,-2,-112.0
2026-08-18,34,M-300,299953672,A/S,150.0,,0,0.0,942,141309.0,628,94206.0,224,33645.0,179,26916.0,697,104550.0,2243,336450.0,561,84150.0,110,329,137,2738,410700.0,924,138600.0,5542,831300.0,454,499,-266,-39900.0
2026-08-18,34,LX2(PALISADE),299368670,A/S,57.0,,0,0.0,160,9097.2,106,6064.8,38,2166.0,30,1732.8,122,6954.0,380,21660.0,95,5415.0,19,56,23,464,26448.0,161,9177.0,939,53523.0,56,62,-20,-1140.0
2026-08-18,34,SP2(SORENTO),299787119,A/S,130.0,,0,0.0,221,28774.2,148,19182.8,53,6851.0,42,5480.8,181,23530.0,527,68510.0,132,17160.0,26,77,32,644,83720.0,240,31200.0,1303,169390.0,97,107,-41,-5330.0
2026-08-18,34,VQ,299965340,A,16.0,,0,0.0,69,1108.8,46,739.2,16,264.0,13,211.2,8,128.0,165,2640.0,41,656.0,8,24,10,202,3232.0,11,176.0,408,6528.0,17,19,37,592.0
2026-08-18,34,DN8(SONATA),299225432,A/S,130.0,388.0,0,0.0,727,94458.0,484,62972.0,173,22490.0,138,17992.0,539,70070.0,1730,224900.0,433,56290.0,84,253,106,2112,274560.0,714,92820.0,4275,555750.0,207,228,-27,-3510.0
2026-08-18,34,MX5(SANTAFE),299780319,A/S,72.0,301.0,0,0.0,360,25915.7,240,17277.1,86,6170.4,69,4936.3,286,20592.0,857,61704.0,214,15408.0,42,126,52,1047,75384.0,379,27288.0,2118,152496.0,124,136,-50,-3600.0
2026-08-18,34,CV,206922151,A/S,72.0,,0,0.0,78,5594.4,52,3729.6,18,1332.0,15,1065.6,52,3744.0,185,13320.0,46,3312.0,9,27,11,225,16200.0,69,4968.0,456,32832.0,25,28,45,3240.0
2026-08-18,34,RG3(K9),299603371,A/S,65.0,255.0,0,0.0,146,9473.1,97,6315.4,35,2255.5,28,1804.4,102,6630.0,347,22555.0,87,5655.0,17,51,21,424,27560.0,135,8775.0,858,55770.0,49,54,6,390.0
2026-08-18,34,"SX2(KONA,HMC)",299590982,D,60.0,,0,0.0,159,9550.8,106,6367.2,38,2274.0,30,1819.2,18,1080.0,379,22740.0,95,5700.0,18,55,23,462,27720.0,24,1440.0,936,56160.0,38,42,19,1140.0
2026-08-18,34,AD-100,299701967,E,161.0,201.0,0,0.0,1274,205091.5,849,136727.6,303,48831.3,243,39065.0,156,25116.0,3033,488313.0,758,122038.0,148,444,185,3702,596022.0,207,33327.0,7493,1206373.0,288,317,-1006,-161966.0
2026-08-18,34,JX1,299390060,A/S,31.0,,0,0.0,79,2434.7,52,1623.2,19,579.7,15,463.8,63,1953.0,187,5797.0,47,1457.0,9,27,11,228,7068.0,84,2604.0,462,14322.0,36,40,-23,-713.0
2026-08-18,34,VQ,780W48145,A/S,,,0,0.0,559,35750.4,372,23833.6,133,8512.0,106,6809.6,471,30144.0,1330,85120.0,333,21312.0,65,195,81,1624,103936.0,624,39936.0,3287,210368.0,104,114,6,384.0
2026-08-18,34,EG,201116999,A/S,59.0,,0,0.0,42,2453.2,28,1635.5,10,584.1,8,467.3,34,2006.0,99,5841.0,25,1475.0,5,15,6,121,7139.0,45,2655.0,245,14455.0,14,15,-20,-1180.0
2026-08-18,34,EG,299191666,A/S,41.0,172.0,0,0.0,87,3547.3,58,2364.9,21,844.6,16,675.7,66,2706.0,206,8446.0,52,2132.0,10,30,13,252,10332.0,88,3608.0,510,20910.0,21,23,34,1394.0
2026-08-18,34,VQ,299426117,A/S,104.0,474.0,0,0.0,42,4368.0,28,2912.0,10,1040.0,8,832.0,33,3432.0,100,10400.0,25,2600.0,5,15,6,122,12688.0,44,4576.0,247,25688.0,0,20,22,2288.0
2026-08-18,34,TM,299878595,A/S,140.0,459.0,0,0.0,609,85318.8,406,56879.2,145,20314.0,116,16251.2,435,60900.0,1451,203140.0,363,50820.0,71,213,89,1771,247940.0,577,80780.0,3585,501900.0,157,173,154,21560.0
2026-08-18,34,"SX2(KONA,HMC)",299187885,A/S,76.0,356.0,0,0.0,230,17492.2,153,11661.4,55,4164.8,44,3331.8,188,14288.0,548,41648.0,137,10412.0,27,80,33,669,50844.0,250,19000.0,1354,102904.0,77,85,-45,-3420.0
2026-08-18,34,RG3(K9),299867034,A/S,13.0,,0,0.0,13,174.7,9,116.5,3,41.6,3,33.3,10,130.0,32,416.0,8,104.0,2,5,2,40,520.0,14,182.0,80,1040.0,4,4,9,117.0
2026-08-18,34,CK(STINGER),299521679,A/S,59.0,262.0,0,0.0,52,3072.7,35,2048.5,12,731.6,10,585.3,40,2360.0,124,7316.0,31,1829.0,6,18,8,151,8909.0,53,3127.0,306,18054.0,21,23,11,649.0
2026-08-18,34,SM,299939461,A/S,88.0,,0,0.0,274,24097.9,183,16065.3,65,5737.6,52,4590.1,194,17072.0,652,57376.0,163,14344.0,32,95,40,795,69960.0,257,22616.0,1610,141680.0,102,112,16,1408.0
2026-08-18,34,VQ,299166120,A/S,65.0,,0,0.0,213,13868.4,142,9245.6,51,3302.0,41,2641.6,168,10920.0,508,33020.0,127,8255.0,25,74,31,620,40300.0,223,14495.0,1255,81575.0,49,54,-6,-390.0
2026-08-18,34,NX4-PE(TUCSON),299509433,A/S,39.0,,0,0.0,25,966.4,17,644.3,6,230.1,5,184.1,22,858.0,59,2301.0,15,585.0,3,9,4,71,2769.0,29,1131.0,145,5655.0,8,9,-6,-234.0
2026-08-18,34,EG,299254596,A/S,48.0,,0,0.0,176,8426.9,117,5617.9,42,2006.4,33,1605.1,129,6192.0,418,20064.0,105,5040.0,20,61,26,510,24480.0,171,8208.0,1033,49584.0,66,73,50,2400.0
2026-08-18,34,JF(K5),299204656,A/S,96.0,,0,0.0,315,30199.7,210,20133.1,75,7190.4,60,5752.3,244,23424.0,749,71904.0,187,17952.0,37,110,46,914,87744.0,323,31008.0,1850,177600.0,109,120,14,1344.0
2026-08-18,34,SM,299683080,A/S,35.0,147.0,0,0.0,74,2587.2,49,1724.8,18,616.0,14,492.8,59,2065.0,176,6160.0,44,1540.0,9,26,11,214,7490.0,78,2730.0,434,15190.0,24,26,-31,-1085.0
2026-08-18,34,GN7(GRANDUER),299551382,A/S,22.0,,0,0.0,81,1774.1,54,1182.7,19,422.4,15,337.9,66,1452.0,192,4224.0,48,1056.0,9,28,12,234,5148.0,88,1936.0,474,10428.0,29,32,-18,-396.0
2026-08-18,34,RG3(K9),299755675,A/S,13.0,,0,0.0,30,393.1,20,262.1,7,93.6,6,74.9,25,325.0,72,936.0,18,234.0,4,11,4,88,1144.0,33,429.0,178,2314.0,12,13,12,156.0
2026-08-18,34,DN8(SONATA),299590030,A/S,,128.0,0,0.0,158,10080.0,105,6720.0,38,2400.0,30,1920.0,130,8320.0,375,24000.0,94,6016.0,18,55,23,457,29248.0,173,11072.0,926,59264.0,64,70,31,1984.0
2026-08-18,34,TQ(STAREX),299506834,A/S,134.0,404.0,0,0.0,89,11987.6,60,7991.8,21,2854.2,17,2283.4,69,9246.0,213,28542.0,53,7102.0,10,31,13,260,34840.0,91,12194.0,526,70484.0,19,21,-42,-5628.0
2026-08-18,34,RESIN,299948995,원재료,78.0,,10521,820638.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,10521,820638.0,0,0,1110,86580.0
2026-08-18,34,M-300,299529308,A/S,51.0,,0,0.0,131,6683.0,87,4455.4,31,1591.2,25,1273.0,91,4641.0,312,15912.0,78,3978.0,15,46,19,381,19431.0,121,6171.0,771,39321.0,35,38,42,2142.0
2026-08-18,34,HG(GRANDUER),299288592,A/S,105.0,,0,0.0,131,13759.2,87,9172.8,31,3276.0,25,2620.8,102,10710.0,312,32760.0,78,8190.0,15,46,19,381,40005.0,135,14175.0,771,80955.0,37,41,10,1050.0
2026-08-18,34,AKZO,299992529,원재료,18.0,17.0,2642,47556.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,2642,47556.0,0,0,207,3726.0
2026-08-18,34,ON(TELLURIDE),299427672,A/S,29.0,,0,0.0,39,1132.7,26,755.2,9,269.7,7,215.8,32,928.0,93,2697.0,23,667.0,5,14,6,113,3277.0,43,1247.0,229,6641.0,17,19,6,174.0
2026-08-18,34,AD-100,206536913,A/S,71.0,292.0,0,0.0,316,22454.5,211,14969.6,75,5346.3,60,4277.0,253,17963.0,753,53463.0,188,13348.0,37,110,46,919,65249.0,335,23785.0,1860,132060.0,110,121,29,2059.0
2026-08-18,34,TM,299696025,A/S,48.0,,0,0.0,139,6693.1,93,4462.1,33,1593.6,27,1274.9,106,5088.0,332,15936.0,83,3984.0,16,49,20,405,19440.0,140,6720.0,820,39360.0,51,56,12,576.0
2026-08-18,34,JF(K5),299975641,A/S,31.0,,0,0.0,18,572.9,12,381.9,4,136.4,4,109.1,16,496.0,44,1364.0,11,341.0,2,6,3,53,1643.0,21,651.0,108,3348.0,7,8,-7,-217.0
2026-08-18,34,AD-100,299245852,A/S,24.0,,0,0.0,149,3578.4,99,2385.6,36,852.0,28,681.6,119,2856.0,355,8520.0,89,2136.0,17,52,22,433,10392.0,157,3768.0,877,21048.0,0,59,-6,-144.0
2026-08-18,34,HG(GRANDUER),299207708,A/S,164.0,521.0,0,0.0,42,6956.9,28,4637.9,10,1656.4,8,1325.1,35,5740.0,101,16564.0,25,4100.0,5,15,6,123,20172.0,46,7544.0,249,40836.0,10,11,-22,-3608.0
2026-08-18,34,MX5(SANTAFE),299164892,A/S,122.0,390.0,0,0.0,992,121080.1,662,80720.1,236,28828.6,189,23062.9,832,101504.0,2363,288286.0,591,72102.0,115,346,144,2884,351848.0,1103,134566.0,5838,712236.0,258,284,-663,-80886.0
2026-08-18,34,NX4-PE(TUCSON),299874347,A/S,113.0,,0,0.0,322,36401.8,215,24267.9,77,8667.1,61,6933.7,247,27911.0,767,86671.0,192,21696.0,37,112,47,936,105768.0,327,36951.0,1895,214135.0,109,120,49,5537.0
2026-08-18,34,YP(CARNIVAL),206755840,E,110.0,,0,0.0,806,88704.0,538,59136.0,192,21120.0,154,16896.0,100,11000.0,1920,211200.0,480,52800.0,94,281,117,2343,257730.0,133,14630.0,4743,521730.0,270,297,33,3630.0
2026-08-18,34,SG2,299469098,C,,33.0,0,0.0,719,45991.7,479,30661.1,171,10950.4,137,8760.3,81,5184.0,1711,109504.0,428,27392.0,84,251,104,2088,133632.0,107,6848.0,4227,270528.0,184,202,-188,-12032.0
2026-08-18,34,PAINT,299552771,원재료,158.0,126.0,35668,5635544.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,35668,5635544.0,0,0,4008,633264.0
2026-08-18,34,RG3(K9),299941826,A/S,186.0,748.0,0,0.0,53,9843.1,35,6562.1,13,2343.6,10,1874.9,36,6696.0,126,23436.0,32,5952.0,6,18,8,154,28644.0,47,8742.0,312,58032.0,19,21,27,5022.0
2026-08-18,34,YP(CARNIVAL),CA8468620B,E,64.0,,0,0.0,517,33116.2,345,22077.4,123,7884.8,99,6307.8,58,3712.0,1232,78848.0,308,19712.0,60,180,75,1503,96192.0,77,4928.0,3043,194752.0,145,160,323,20672.0
2026-08-18,34,JF(K5),451W12772,A/S,,513.0,0,0.0,52,3306.2,34,2204.2,12,787.2,10,629.8,44,2816.0,123,7872.0,31,1984.0,6,18,8,150,9600.0,59,3776.0,304,19456.0,22,24,-22,-1408.0
2026-08-18,34,AE-PE(IONIQ),299903084,A/S,48.0,,0,0.0,97,4636.8,64,3091.2,23,1104.0,18,883.2,86,4128.0,230,11040.0,57,2736.0,11,34,14,281,13488.0,114,5472.0,568,27264.0,30,33,-32,-1536.0
2026-08-18,34,"SX2(KONA,HMC)",206553848,E,805.0,941.0,0,0.0,5866,4721904.6,3910,3147936.4,1397,1124263.0,1117,899410.4,633,509565.0,13966,11242630.0,3492,2811060.0,682,2046,852,17047,13722835.0,839,675395.0,34505,27776525.0,2364,2600,1840,1481200.0
2026-08-18,34,NX4-PE(TUCSON),299913392,C,106.0,121.0,0,0.0,1979,209822.8,1320,139881.8,471,49957.8,377,39966.2,258,27348.0,4713,499578.0,1178,124868.0,230,690,288,5752,609712.0,342,36252.0,11643,1234158.0,638,702,-198,-20988.0
2026-08-18,34,QL(TUCSON),299574555,A,274.0,,0,0.0,3003,822822.0,2002,548548.0,715,195910.0,572,156728.0,301,82474.0,7150,1959100.0,1788,489912.0,349,1047,436,8728,2391472.0,399,109326.0,17666,4840484.0,1165,1282,740,202760.0
2026-08-18,34,SM,299653310,D,70.0,67.0,0,0.0,2328,162934.8,1552,108623.2,554,38794.0,443,31035.2,265,18550.0,5542,387940.0,1385,96950.0,271,812,338,6764,473480.0,351,24570.0,13691,958370.0,901,991,547,38290.0
2026-08-18,34,JF(K5),299953182,A/S,169.0,,0,0.0,235,39677.8,157,26451.9,56,9447.1,45,7557.7,191,32279.0,559,94471.0,140,23660.0,27,82,34,683,115427.0,253,42757.0,1382,233558.0,85,94,-80,-13520.0
2026-08-18,34,RG3(K9),299541447,A,65.0,88.0,0,0.0,185,12039.3,123,8026.2,44,2866.5,35,2293.2,24,1560.0,441,28665.0,110,7150.0,22,65,27,538,34970.0,31,2015.0,1089,70785.0,57,63,-20,-1300.0
2026-08-18,34,PAINT,CA1605763D,원재료,188.0,156.0,8469,1592172.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,8469,1592172.0,0,0,95,17860.0
2026-08-18,34,"SX2(KONA,HMC)",299733799,A/S,42.0,,0,0.0,119,5009.8,80,3339.8,28,1192.8,23,954.2,92,3864.0,284,11928.0,71,2982.0,14,42,17,346,14532.0,122,5124.0,701,29442.0,38,42,-105,-4410.0
2026-08-18,34,EG,299472881,A/S,21.0,56.0,0,0.0,24,493.9,16,329.3,6,117.6,4,94.1,20,420.0,56,1176.0,14,294.0,3,8,3,68,1428.0,27,567.0,138,2898.0,7,8,-5,-105.0
2026-08-18,34,RG3(K9),299165838,A/S,89.0,,0,0.0,636,56593.3,424,37728.9,151,13474.6,121,10779.7,472,42008.0,1514,134746.0,379,33731.0,74,222,92,1848,164472.0,626,55714.0,3741,332949.0,172,189,195,17355.0
2026-08-18,34,PAINT,299711613,원재료,101.0,,4694,474094.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,4694,474094.0,0,0,324,32724.0
2026-08-18,34,DN8(SONATA),CA8376992B,A/S,25.0,96.0,0,0.0,31,766.5,20,511.0,7,182.5,6,146.0,23,575.0,73,1825.0,18,450.0,4,11,4,89,2225.0,31,775.0,180,4500.0,10,11,12,300.0
2026-08-18,34,VQ,299540409,E,143.0,133.0,0,0.0,824,117777.7,549,78518.4,196,28042.3,157,22433.8,96,13728.0,1961,280423.0,490,70070.0,96,287,120,2394,342342.0,127,18161.0,4845,692835.0,409,450,-278,-39754.0
2026-08-18,34,OS(KONA),206643897,,,95.0,0,0.0,308,19729.9,206,13153.3,73,4697.6,59,3758.1,255,16320.0,734,46976.0,184,11776.0,36,108,45,896,57344.0,338,21632.0,1814,116096.0,101,111,-153,-9792.0
